region,month,temperature,salinity,depth,oxygen,turbidity,species
Kerala Coast,November,27.5,34.1,28,6.8,5.9,Sardine
Goa Coast,April,29.1,35.7,94,6.1,4.5,Snapper
Goa Coast,November,29.3,34.1,113,6.6,7.8,Snapper
Visakhapatnam,March,27.2,34.3,36,6.6,10.0,Seer Fish
Goa Coast,July,28.0,34.0,60,7.3,3.5,Snapper
Chennai Coast,October,26.0,35.1,48,5.2,3.0,Anchovy
Goa Coast,April,29.4,33.3,75,5.3,7.3,Snapper
Rameswaram,August,28.8,35.5,77,4.6,3.9,Sardine
Chennai Coast,February,25.1,33.6,32,6.9,7.3,Anchovy
Kerala Coast,April,29.0,35.8,22,4.5,6.7,Sardine
Kerala Coast,December,27.4,35.4,11,5.7,1.0,Mackerel
Kerala Coast,July,26.6,35.1,51,7.4,7.0,Mackerel
Andaman Sea,March,28.8,35.2,183,7.6,4.9,Tuna
Visakhapatnam,August,30.1,34.0,101,5.6,9.8,Tuna
Chennai Coast,July,28.3,36.0,64,6.4,1.7,Pomfret
Goa Coast,December,28.8,33.1,89,7.8,6.7,Snapper
Andaman Sea,July,31.7,35.1,78,6.7,2.9,Tuna
Andaman Sea,June,28.9,35.8,106,7.4,1.8,Snapper
Chennai Coast,August,27.3,35.0,58,4.6,6.6,Pomfret
Chennai Coast,July,24.7,35.8,22,4.7,4.2,Anchovy
Andaman Sea,July,29.9,35.0,95,7.3,4.8,Tuna
Goa Coast,August,27.1,34.0,37,6.1,2.9,Mackerel
Kerala Coast,June,26.6,36.0,10,4.7,2.3,Anchovy
Chennai Coast,December,30.0,35.1,32,5.3,9.4,Mackerel
Andaman Sea,January,28.5,34.2,173,7.8,7.9,Tuna
Andaman Sea,August,28.5,35.9,147,7.1,7.0,Tuna
Chennai Coast,December,24.7,34.3,29,4.5,7.7,Anchovy
Goa Coast,July,28.1,34.1,29,7.4,5.1,Seer Fish
Chennai Coast,November,28.3,34.2,83,5.6,8.5,Pomfret
Kerala Coast,June,27.3,34.4,21,5.7,1.5,Sardine
Andaman Sea,June,29.2,33.6,58,5.8,2.8,Snapper
Kerala Coast,April,25.7,35.9,30,5.7,7.6,Anchovy
Visakhapatnam,November,28.4,34.4,21,5.6,4.6,Seer Fish
Visakhapatnam,February,29.0,34.5,67,7.1,8.6,Seer Fish
Rameswaram,September,28.2,33.6,32,5.6,6.8,Sardine
Visakhapatnam,July,31.1,33.2,187,4.9,1.4,Tuna
Rameswaram,February,26.2,33.4,70,7.3,6.4,Pomfret
Kerala Coast,December,25.4,35.2,35,5.4,2.7,Sardine
Goa Coast,August,27.9,34.4,114,5.8,9.4,Snapper
Visakhapatnam,November,28.5,34.9,123,4.5,4.2,Tuna
Andaman Sea,March,29.9,34.5,104,5.7,8.3,Snapper
Kerala Coast,April,27.6,35.8,54,6.3,4.5,Mackerel
Goa Coast,October,29.8,33.2,84,6.2,3.7,Snapper
Kerala Coast,March,27.9,35.3,48,6.5,3.5,Anchovy
Kerala Coast,May,28.7,34.8,26,5.3,6.3,Sardine
Goa Coast,February,28.2,33.1,84,5.5,9.2,Snapper
Andaman Sea,September,31.8,35.9,130,7.5,4.2,Tuna
Kerala Coast,April,27.9,35.1,28,7.1,2.1,Mackerel
Chennai Coast,February,25.0,34.6,64,7.0,7.1,Pomfret
Chennai Coast,December,25.5,33.2,74,5.1,3.3,Pomfret
Chennai Coast,January,26.7,35.1,51,7.6,9.1,Pomfret
Chennai Coast,March,26.2,34.8,37,5.5,3.8,Mackerel
Kerala Coast,February,28.8,35.4,41,4.5,3.2,Sardine
Goa Coast,February,27.5,35.7,10,6.9,2.3,Mackerel
Chennai Coast,May,28.5,34.6,51,6.7,3.1,Mackerel
Andaman Sea,February,28.3,34.9,49,6.4,7.0,Snapper
Goa Coast,November,28.1,36.0,93,6.7,3.4,Seer Fish
Goa Coast,August,28.7,33.6,34,4.7,4.4,Mackerel
Rameswaram,December,25.4,33.0,35,5.7,1.1,Sardine
Goa Coast,January,27.2,33.2,43,5.4,6.9,Snapper
Kerala Coast,December,28.0,34.5,27,6.6,3.5,Anchovy
Andaman Sea,October,29.2,34.3,63,4.9,2.4,Tuna
Goa Coast,April,28.4,35.7,18,6.9,4.7,Mackerel
Chennai Coast,June,28.5,33.1,45,5.9,5.3,Pomfret
Goa Coast,May,27.1,34.9,114,7.5,3.5,Snapper
Chennai Coast,February,27.5,35.3,75,4.9,1.1,Pomfret
Goa Coast,April,27.4,34.1,28,5.6,6.5,Mackerel
Goa Coast,March,27.8,33.5,35,7.7,3.4,Seer Fish
Chennai Coast,August,27.4,35.3,47,6.0,1.4,Pomfret
Visakhapatnam,February,30.2,34.8,152,5.7,1.1,Tuna
Visakhapatnam,September,31.7,34.0,111,6.0,1.7,Tuna
Andaman Sea,March,27.6,34.8,100,7.6,6.7,Snapper
Rameswaram,September,26.9,36.0,68,4.5,8.9,Sardine
Goa Coast,January,27.9,34.1,75,5.1,8.7,Snapper
Andaman Sea,July,31.4,34.2,103,4.9,5.6,Tuna
Goa Coast,January,29.5,35.3,27,6.1,6.0,Seer Fish
Andaman Sea,November,28.8,33.9,56,4.9,1.1,Snapper
Visakhapatnam,July,29.0,35.3,191,5.5,7.4,Tuna
Visakhapatnam,July,28.3,34.3,81,6.3,2.4,Seer Fish
Andaman Sea,October,29.5,33.2,94,7.4,6.3,Snapper
Kerala Coast,March,24.1,34.2,21,6.6,5.5,Anchovy
Rameswaram,August,28.9,34.4,29,4.9,4.9,Sardine
Andaman Sea,July,27.3,34.4,91,5.1,4.1,Snapper
Chennai Coast,October,27.4,34.8,59,5.7,9.7,Pomfret
Andaman Sea,January,28.5,35.2,94,8.0,9.0,Tuna
Chennai Coast,September,29.8,35.2,20,7.6,9.6,Mackerel
Kerala Coast,June,26.7,34.2,20,7.3,9.1,Mackerel
Chennai Coast,February,26.4,33.7,49,7.9,4.1,Anchovy
Visakhapatnam,May,31.5,34.5,165,6.4,3.0,Tuna
Kerala Coast,May,25.3,33.1,50,7.9,8.0,Sardine
Visakhapatnam,December,30.7,34.1,54,5.0,6.6,Seer Fish
Chennai Coast,February,28.1,35.1,11,6.6,8.0,Mackerel
Andaman Sea,July,30.4,33.6,73,7.6,8.8,Tuna
Visakhapatnam,August,30.8,34.7,151,6.7,3.2,Tuna
Kerala Coast,December,26.3,33.2,32,6.2,6.4,Sardine
Goa Coast,December,27.7,34.4,30,5.5,4.4,Mackerel
Chennai Coast,December,26.6,34.3,57,7.0,1.8,Mackerel
Goa Coast,March,29.7,35.8,23,5.5,8.3,Mackerel
Kerala Coast,May,24.8,33.2,36,5.4,6.4,Anchovy
Chennai Coast,January,24.0,35.8,31,5.1,1.8,Anchovy
Rameswaram,October,28.3,34.7,50,4.8,7.4,Sardine
Goa Coast,October,27.8,33.2,90,7.0,8.3,Snapper
Visakhapatnam,April,27.1,34.5,30,7.4,8.7,Seer Fish
Rameswaram,July,28.5,34.6,76,7.9,7.4,Sardine
Rameswaram,May,28.0,33.8,52,5.7,7.0,Pomfret
Chennai Coast,July,26.9,35.0,13,6.3,1.0,Anchovy
Kerala Coast,May,24.0,35.7,43,6.0,2.0,Anchovy
Kerala Coast,January,24.1,34.4,50,5.1,6.0,Anchovy
Chennai Coast,June,26.7,34.4,45,5.6,2.7,Anchovy
Chennai Coast,January,25.0,33.4,34,7.1,1.6,Anchovy
Goa Coast,July,30.8,33.4,41,5.5,6.0,Seer Fish
Rameswaram,October,25.2,33.4,67,5.8,4.1,Sardine
Chennai Coast,July,28.8,35.5,46,6.3,3.8,Mackerel
Rameswaram,February,26.2,35.0,67,5.6,5.8,Pomfret
Visakhapatnam,September,29.1,35.3,90,6.0,8.5,Seer Fish
Goa Coast,June,27.7,35.1,70,5.2,5.7,Seer Fish
Andaman Sea,February,27.6,33.2,68,7.6,2.5,Snapper
Visakhapatnam,May,27.6,34.3,97,6.0,3.5,Seer Fish
Visakhapatnam,January,28.4,33.1,66,6.9,6.4,Seer Fish
Andaman Sea,January,29.2,35.7,54,5.6,8.0,Snapper
Goa Coast,June,30.8,33.9,40,7.6,4.4,Seer Fish
Visakhapatnam,February,28.7,33.6,134,7.1,3.3,Tuna
Kerala Coast,June,26.8,34.3,42,7.0,9.5,Anchovy
Andaman Sea,May,29.0,34.0,83,8.0,7.1,Tuna
Kerala Coast,October,26.2,34.4,42,6.2,2.2,Anchovy
Rameswaram,September,25.9,35.2,21,6.5,5.5,Sardine
Andaman Sea,January,30.2,34.1,156,7.6,7.4,Tuna
Andaman Sea,December,29.2,33.5,121,6.4,9.0,Tuna
Goa Coast,March,28.8,33.2,20,4.6,5.9,Seer Fish
Kerala Coast,October,24.4,33.7,19,7.7,1.2,Anchovy
Visakhapatnam,January,28.4,35.3,100,7.0,5.2,Seer Fish
Chennai Coast,January,26.9,35.1,60,7.2,3.1,Mackerel
Kerala Coast,September,26.3,33.8,39,7.4,1.8,Sardine
Rameswaram,June,26.0,35.7,73,4.8,5.0,Sardine
Visakhapatnam,December,30.5,35.6,51,6.2,7.6,Seer Fish
Chennai Coast,May,27.4,34.6,29,5.5,8.7,Mackerel
Goa Coast,May,28.2,34.2,118,7.1,5.1,Snapper
Goa Coast,October,27.1,35.3,88,6.7,6.4,Seer Fish
Visakhapatnam,November,28.9,34.5,166,6.2,9.6,Tuna
Kerala Coast,May,28.1,33.6,44,5.6,2.0,Sardine
Goa Coast,February,27.7,33.1,83,4.7,4.8,Snapper
Chennai Coast,January,29.6,34.8,24,6.6,8.1,Mackerel
Goa Coast,February,27.6,33.9,59,4.8,1.3,Snapper
Goa Coast,July,28.9,35.7,114,6.1,5.2,Snapper
Kerala Coast,December,28.1,34.3,80,7.0,6.6,Sardine
Chennai Coast,September,25.5,33.6,87,7.6,1.6,Pomfret
Andaman Sea,February,30.6,35.7,124,4.7,1.6,Tuna
Goa Coast,April,29.7,33.9,23,6.8,2.3,Mackerel
Goa Coast,January,27.6,33.4,40,7.9,4.2,Snapper
Goa Coast,July,27.3,34.5,57,4.8,1.7,Seer Fish
Rameswaram,December,25.2,33.5,82,7.9,9.0,Pomfret
Kerala Coast,September,26.2,35.0,77,5.0,8.4,Sardine
Goa Coast,September,28.9,34.1,83,7.3,9.8,Seer Fish
Visakhapatnam,March,30.1,35.4,96,7.3,4.7,Tuna
Visakhapatnam,May,27.3,33.8,91,4.7,5.2,Seer Fish
Kerala Coast,September,28.4,35.9,61,7.2,4.4,Sardine
Kerala Coast,June,25.4,35.2,49,7.6,9.0,Anchovy
Goa Coast,December,29.5,35.9,34,5.5,2.7,Seer Fish
Chennai Coast,October,25.4,33.8,41,7.9,6.3,Pomfret
Kerala Coast,May,27.0,35.9,12,7.9,1.9,Mackerel
Rameswaram,January,27.7,33.6,56,6.0,10.0,Pomfret
Chennai Coast,May,29.0,35.3,54,5.9,4.7,Pomfret
Kerala Coast,May,27.0,34.3,25,6.8,7.0,Anchovy
Chennai Coast,March,28.4,33.4,23,5.2,8.0,Mackerel
Goa Coast,July,28.6,33.5,47,7.0,9.9,Mackerel
Rameswaram,August,25.8,33.7,38,7.0,9.6,Pomfret
Chennai Coast,February,27.6,34.5,24,6.3,2.5,Anchovy
