region,month,temperature,salinity,depth,oxygen,turbidity,species
Rameswaram,April,28.0,34.4,90,7.4,9.3,Pomfret
Kerala Coast,May,25.6,35.7,11,6.7,8.7,Anchovy
Chennai Coast,November,27.5,33.5,28,4.9,4.7,Anchovy
Chennai Coast,August,25.7,34.6,32,7.5,5.9,Anchovy
Kerala Coast,October,27.3,35.4,23,8.0,5.7,Anchovy
Chennai Coast,May,28.8,34.0,68,5.2,5.9,Pomfret
Andaman Sea,May,28.1,33.6,105,5.3,5.9,Snapper
Chennai Coast,January,27.9,34.4,44,7.3,6.9,Mackerel
Chennai Coast,January,27.6,33.5,48,7.4,2.7,Mackerel
Chennai Coast,July,28.1,35.8,35,7.7,5.2,Mackerel
Rameswaram,March,28.1,35.8,52,5.5,8.3,Pomfret
Visakhapatnam,March,28.2,33.9,145,6.8,4.3,Tuna
Visakhapatnam,August,27.5,35.2,34,5.0,4.4,Seer Fish
Chennai Coast,November,24.0,35.3,17,7.3,7.7,Anchovy
Chennai Coast,October,24.8,33.2,27,7.8,5.7,Anchovy
Goa Coast,August,27.2,35.7,57,5.5,1.4,Seer Fish
Goa Coast,February,28.2,36.0,64,7.1,5.5,Seer Fish
Rameswaram,May,27.6,34.4,66,5.2,3.9,Sardine
Goa Coast,October,27.9,35.5,41,6.6,9.3,Mackerel
Goa Coast,January,29.4,33.7,93,7.4,4.5,Seer Fish
Goa Coast,July,30.7,34.6,93,4.7,4.7,Seer Fish
Goa Coast,May,29.4,35.2,58,6.1,4.2,Snapper
Visakhapatnam,November,30.5,33.5,45,6.7,2.6,Seer Fish
Rameswaram,October,28.3,36.0,85,5.8,5.6,Pomfret
Andaman Sea,December,28.6,33.3,57,5.2,4.5,Snapper
Kerala Coast,July,26.7,33.3,41,7.3,3.3,Anchovy
Visakhapatnam,August,29.0,33.4,189,8.0,4.4,Tuna
Chennai Coast,May,29.3,35.0,51,5.5,2.4,Mackerel
Visakhapatnam,December,28.7,34.8,154,7.3,8.4,Tuna
Kerala Coast,March,27.7,33.7,40,5.6,7.2,Anchovy
Goa Coast,December,26.5,35.6,33,5.3,5.1,Mackerel
Andaman Sea,July,29.6,35.7,50,5.6,1.3,Snapper
Kerala Coast,December,27.7,35.2,16,4.9,2.3,Mackerel
Kerala Coast,February,28.9,35.4,30,7.8,1.2,Sardine
Kerala Coast,January,25.1,34.9,58,6.0,6.5,Sardine
Visakhapatnam,December,28.8,35.3,28,5.9,2.0,Seer Fish
Visakhapatnam,June,29.5,35.3,25,6.2,3.0,Seer Fish
Goa Coast,February,29.8,33.3,95,7.6,3.6,Seer Fish
Rameswaram,September,28.6,34.9,78,6.4,3.9,Pomfret
Chennai Coast,March,27.8,33.2,80,7.8,9.3,Pomfret
Goa Coast,October,29.7,33.9,16,5.3,1.4,Mackerel
Andaman Sea,May,30.9,34.6,196,5.7,2.3,Tuna
Kerala Coast,May,25.7,35.3,34,6.5,5.6,Anchovy
Rameswaram,April,26.5,34.6,59,6.4,2.0,Pomfret
Rameswaram,July,25.2,34.6,70,5.2,6.2,Sardine
Goa Coast,May,27.6,33.2,52,6.1,3.8,Snapper
Chennai Coast,June,26.6,34.9,23,5.0,7.1,Anchovy
Goa Coast,November,29.2,33.9,26,7.6,7.8,Mackerel
Chennai Coast,April,26.2,34.9,69,4.6,8.3,Pomfret
Chennai Coast,January,24.3,34.6,30,7.3,6.4,Anchovy
Visakhapatnam,January,28.4,33.5,119,4.8,8.0,Tuna
Chennai Coast,March,24.2,34.7,37,7.6,5.4,Anchovy
Kerala Coast,September,27.6,35.7,60,6.4,6.6,Mackerel
Goa Coast,July,28.3,35.6,39,6.2,3.6,Mackerel
Chennai Coast,December,27.3,33.4,48,6.6,4.4,Mackerel
Visakhapatnam,October,27.9,34.4,85,4.8,1.1,Seer Fish
Goa Coast,September,28.4,35.0,79,7.3,5.0,Seer Fish
Rameswaram,November,25.2,33.5,53,6.7,2.8,Pomfret
Rameswaram,July,27.5,33.2,80,7.8,8.2,Sardine
Goa Coast,May,30.5,35.0,69,5.2,5.8,Seer Fish
Goa Coast,November,29.2,34.1,48,6.6,1.3,Mackerel
Rameswaram,February,28.9,35.6,42,7.6,5.7,Sardine
Kerala Coast,April,25.1,34.6,66,7.7,2.6,Sardine
Visakhapatnam,January,28.5,34.4,160,7.8,8.4,Tuna
Kerala Coast,February,28.3,35.2,24,4.8,6.2,Mackerel
Visakhapatnam,February,31.3,34.1,157,7.6,4.9,Tuna
Chennai Coast,February,27.6,35.2,40,4.7,1.1,Anchovy
Andaman Sea,September,27.1,35.9,107,5.1,8.1,Snapper
Kerala Coast,October,28.5,33.7,52,5.5,9.2,Sardine
Visakhapatnam,April,31.2,35.8,135,7.0,6.7,Tuna
Visakhapatnam,June,28.0,33.5,20,7.3,6.7,Seer Fish
Chennai Coast,December,25.7,34.5,11,6.1,9.3,Anchovy
Rameswaram,September,27.3,33.3,82,6.2,9.5,Pomfret
Kerala Coast,September,25.8,34.4,21,7.2,8.2,Sardine
Goa Coast,March,27.5,35.2,50,6.5,4.8,Snapper
Andaman Sea,February,28.6,33.8,114,6.1,7.3,Snapper
Rameswaram,August,28.0,33.9,67,7.0,1.5,Sardine
Andaman Sea,May,31.7,36.0,112,7.5,6.0,Tuna
Kerala Coast,February,25.4,34.0,45,5.6,3.1,Anchovy
Chennai Coast,August,25.5,33.6,55,7.0,4.6,Pomfret
Goa Coast,November,27.3,34.2,117,4.5,1.3,Snapper
Rameswaram,February,28.3,35.7,67,4.7,6.5,Sardine
Kerala Coast,September,29.8,33.2,51,5.5,8.5,Mackerel
Rameswaram,July,26.2,33.4,62,7.4,1.2,Sardine
Andaman Sea,April,31.2,36.0,91,6.4,3.3,Tuna
Kerala Coast,May,27.2,34.9,44,4.9,3.9,Sardine
Andaman Sea,February,28.8,33.6,54,6.0,6.2,Snapper
Chennai Coast,March,25.8,34.7,51,6.3,8.7,Pomfret
Kerala Coast,February,24.1,35.3,49,6.6,1.9,Anchovy
Visakhapatnam,November,31.0,35.4,192,6.6,7.7,Tuna
Kerala Coast,November,28.1,34.0,36,5.6,5.4,Mackerel
Andaman Sea,February,28.4,34.3,66,5.1,2.3,Snapper
Kerala Coast,May,26.7,34.4,39,7.1,1.2,Sardine
Goa Coast,March,27.7,34.6,51,7.3,5.5,Mackerel
Goa Coast,July,27.4,33.6,80,7.6,2.1,Snapper
Kerala Coast,December,27.1,35.1,80,5.6,2.3,Sardine
Andaman Sea,February,27.1,34.3,65,5.3,6.9,Snapper
Andaman Sea,December,29.6,33.5,86,5.5,7.4,Snapper
Andaman Sea,November,28.5,36.0,45,6.3,1.1,Snapper
Goa Coast,May,28.9,35.3,66,4.6,4.6,Snapper
Visakhapatnam,November,31.6,34.1,174,5.9,4.7,Tuna
Andaman Sea,October,27.5,33.6,119,7.7,3.2,Snapper
Andaman Sea,November,30.8,33.3,182,8.0,5.5,Tuna
Andaman Sea,March,31.3,33.7,116,6.5,9.3,Tuna
Chennai Coast,April,26.4,33.3,61,6.4,5.2,Pomfret
Goa Coast,August,30.2,35.3,53,7.7,2.8,Seer Fish
Chennai Coast,August,26.4,34.8,11,5.7,4.1,Anchovy
Chennai Coast,November,25.2,33.1,33,5.9,7.9,Pomfret
Visakhapatnam,October,29.0,33.7,178,7.8,5.2,Tuna
Goa Coast,August,28.9,34.3,112,5.6,6.1,Snapper
Rameswaram,September,27.1,34.1,35,6.5,4.0,Sardine
Kerala Coast,January,27.6,36.0,31,6.1,9.8,Sardine
Goa Coast,February,29.4,34.1,42,7.3,4.5,Seer Fish
Rameswaram,June,28.1,34.2,20,6.0,3.6,Sardine
Rameswaram,August,28.4,35.5,52,7.5,6.2,Pomfret
Rameswaram,March,27.1,33.8,62,5.3,6.6,Sardine
Visakhapatnam,November,28.0,34.2,63,6.3,2.7,Seer Fish
Visakhapatnam,October,32.0,35.2,77,6.6,7.2,Tuna
Goa Coast,March,28.0,34.0,119,7.0,9.4,Snapper
Andaman Sea,February,29.1,34.0,105,6.0,3.4,Snapper
Kerala Coast,July,27.9,34.7,13,5.8,3.6,Anchovy
Goa Coast,June,30.4,33.5,49,6.0,8.1,Seer Fish
Visakhapatnam,October,27.4,33.6,100,7.1,2.0,Seer Fish
Rameswaram,January,26.0,33.4,20,8.0,7.4,Sardine
Visakhapatnam,July,28.7,34.3,48,6.1,2.0,Seer Fish
Visakhapatnam,September,29.7,36.0,32,5.5,6.6,Seer Fish
Visakhapatnam,February,28.7,35.6,123,7.5,8.4,Tuna
Goa Coast,February,26.5,33.5,35,7.2,4.9,Mackerel
Visakhapatnam,February,30.1,33.8,165,5.1,8.1,Tuna
Andaman Sea,January,27.6,35.9,60,5.2,7.8,Snapper
Chennai Coast,May,24.6,34.7,19,5.2,1.2,Anchovy
Goa Coast,June,28.4,35.8,32,5.9,2.6,Mackerel
Goa Coast,December,29.8,33.2,72,6.9,9.9,Snapper
Rameswaram,July,28.6,34.0,40,7.2,5.5,Pomfret
Kerala Coast,March,28.0,35.3,27,6.9,9.6,Mackerel
Rameswaram,March,26.9,34.1,88,6.7,6.6,Pomfret
Chennai Coast,March,27.8,34.8,34,7.6,1.6,Anchovy
Chennai Coast,April,27.0,35.2,33,6.0,7.5,Mackerel
Visakhapatnam,August,27.2,34.3,21,5.2,9.4,Seer Fish
Chennai Coast,June,27.7,36.0,48,7.3,6.2,Anchovy
Rameswaram,May,28.0,33.8,47,5.0,7.0,Pomfret
Rameswaram,March,27.9,35.2,20,5.6,2.0,Sardine
Goa Coast,March,28.4,34.4,109,4.7,4.4,Snapper
Rameswaram,February,25.5,34.7,72,6.3,5.2,Pomfret
Goa Coast,September,28.9,33.3,41,4.5,4.8,Mackerel
Rameswaram,August,26.2,34.9,69,5.7,8.8,Pomfret
Kerala Coast,January,27.5,35.4,72,7.2,5.9,Sardine
Goa Coast,March,27.4,35.5,81,4.7,3.9,Snapper
Chennai Coast,November,26.0,34.2,39,5.1,4.5,Pomfret
Kerala Coast,July,28.3,33.5,69,5.6,2.0,Sardine
Goa Coast,April,29.7,36.0,11,5.9,2.3,Mackerel
Visakhapatnam,June,29.2,34.4,94,4.7,7.0,Seer Fish
Visakhapatnam,December,29.0,35.4,147,7.7,5.4,Tuna
Goa Coast,February,28.1,35.7,35,6.9,1.5,Mackerel
Andaman Sea,August,27.2,35.6,67,6.9,8.0,Snapper
Chennai Coast,June,28.2,34.1,18,5.8,9.9,Mackerel
Visakhapatnam,October,30.2,33.4,74,6.7,4.3,Seer Fish
Kerala Coast,August,25.8,34.9,46,7.1,9.1,Anchovy
Andaman Sea,June,28.8,34.5,86,7.1,6.6,Snapper
Rameswaram,September,26.8,35.1,88,6.3,1.9,Pomfret
Visakhapatnam,November,28.7,35.8,27,8.0,1.9,Seer Fish
Chennai Coast,November,25.9,34.2,82,7.1,3.0,Pomfret
Visakhapatnam,March,28.2,34.1,56,7.1,3.5,Seer Fish
Chennai Coast,July,25.0,33.7,54,7.2,3.8,Pomfret
Goa Coast,April,27.6,33.7,30,7.7,8.1,Mackerel
Kerala Coast,May,26.6,35.2,16,7.8,3.8,Anchovy
Andaman Sea,January,28.2,33.0,66,5.4,3.1,Snapper
Kerala Coast,July,25.9,34.6,55,6.5,9.8,Sardine
